Model,Scenario,Cutoff_Percentage,Scenario_Cutoff,SMAPE,MAE,MSE,curve_idx,SMAPE_rank,MAE_rank,MSE_rank,Average_rank
WBL4,UD,0.1,UD_10%,0.6068228625414562,0.008437679892532876,9.755857963846437e-05,254,2.0,2.0,2.0,2.0
POW4,UD,0.1,UD_10%,1.630737176439637,0.023091759528314635,0.0006016470628456447,254,4.0,4.0,4.0,4.0
LC-PFN,UD,0.1,UD_10%,4.070682525634766,0.05757324770092964,0.004294185433536768,255,4.0,4.0,4.0,4.0
MMF4,UD,0.1,UD_10%,2.9685757378853483,0.043636459304979815,0.002637657316076445,255,3.0,3.0,3.0,3.0
WBL4,UD,0.1,UD_10%,2.166068828809456,0.030795159098936813,0.0016873781028852142,255,1.0,1.0,2.0,1.3333333333333333
POW4,UD,0.1,UD_10%,2.1783141635116268,0.03126083133650608,0.001358485027765582,255,2.0,2.0,1.0,1.6666666666666667
LC-PFN,UD,0.1,UD_10%,0.8173048496246338,0.014477911405265331,0.000345339736668393,256,1.0,1.0,1.0,1.0
MMF4,UD,0.1,UD_10%,3.9271215970578055,0.06696719736251422,0.005108954562090881,256,3.0,3.0,3.0,3.0
WBL4,UD,0.1,UD_10%,4.3342177402336866,0.07358432672837778,0.0060718192867079395,256,4.0,4.0,4.0,4.0
POW4,UD,0.1,UD_10%,1.6551309984159837,0.02962703945896984,0.0009104158660494301,256,2.0,2.0,2.0,2.0
LC-PFN,UD,0.1,UD_10%,1.0080984830856323,0.012121946550905704,0.00023405029787681997,257,1.0,1.0,1.0,1.0
MMF4,UD,0.1,UD_10%,3.3811831546555253,0.03964049482211076,0.0017163777638428254,257,2.0,2.0,2.0,2.0
WBL4,UD,0.1,UD_10%,6.715861701074988,0.07627466666845972,0.006136241173606258,257,4.0,4.0,4.0,4.0
POW4,UD,0.1,UD_10%,4.658495507946913,0.06017297353118558,0.005601005597553378,257,3.0,3.0,3.0,3.0
LC-PFN,UD,0.1,UD_10%,4.793051719665527,0.08488884568214417,0.009902102872729301,258,4.0,4.0,4.0,4.0
MMF4,UD,0.1,UD_10%,4.176577203335005,0.07334996413432662,0.00813818350044097,258,2.0,2.0,2.0,2.0
WBL4,UD,0.1,UD_10%,4.0720089126059245,0.07138325301900719,0.00767528536213614,258,1.0,1.0,1.0,1.0
POW4,UD,0.1,UD_10%,4.419353244883591,0.07792677028715311,0.009115793641469345,258,3.0,3.0,3.0,3.0
LC-PFN,UD,0.1,UD_10%,1.055910348892212,0.020346306264400482,0.00048794710892252624,259,3.0,3.0,3.0,3.0
MMF4,UD,0.1,UD_10%,0.8269096471777768,0.01619020383872382,0.0002896853906549244,259,2.0,2.0,2.0,2.0
WBL4,UD,0.1,UD_10%,1.7343513983049372,0.0331707856467734,0.0013603458421621937,259,4.0,4.0,4.0,4.0
POW4,UD,0.1,UD_10%,0.3779362919240326,0.007261063627622331,8.297677294451624e-05,259,1.0,1.0,1.0,1.0
LC-PFN,UD,0.1,UD_10%,2.352536916732788,0.0238886009901762,0.0008800245122984052,260,4.0,4.0,4.0,4.0
MMF4,UD,0.1,UD_10%,2.16428633085751,0.021821400816254402,0.0006798610269704346,260,2.0,2.0,2.0,2.0
WBL4,UD,0.1,UD_10%,2.1711223241446254,0.021889293196486876,0.00068660211730571,260,3.0,3.0,3.0,3.0
POW4,UD,0.1,UD_10%,2.1036490499982676,0.021216866886334076,0.0006244087380095946,260,1.0,1.0,1.0,1.0
LC-PFN,UD,0.1,UD_10%,8.107662200927734,0.1052168682217598,0.012886441312730312,261,2.0,2.0,2.0,2.0
MMF4,UD,0.1,UD_10%,17.418647696966488,0.21161452612561898,0.048089442476893916,261,3.0,3.0,3.0,3.0
WBL4,UD,0.1,UD_10%,18.056730091003736,0.21815092457249588,0.05099654410975836,261,4.0,4.0,4.0,4.0
POW4,UD,0.1,UD_10%,7.14029713952237,0.09185484347310213,0.01071968072499799,261,1.0,1.0,1.0,1.0
LC-PFN,UD,0.1,UD_10%,7.2192840576171875,0.0865052193403244,0.013792705722153187,262,2.0,2.0,2.0,2.0
MMF4,UD,0.1,UD_10%,8.666401137326412,0.10729833996636699,0.019950874671656623,262,3.0,3.0,3.0,3.0
WBL4,UD,0.1,UD_10%,6.826846799504597,0.08082762194375584,0.011326934804397457,262,1.0,1.0,1.0,1.0
POW4,UD,0.1,UD_10%,10.410914170595968,0.13482423997297202,0.027941760192728277,262,4.0,4.0,4.0,4.0
LC-PFN,UD,0.1,UD_10%,0.41783806681632996,0.007675349712371826,0.00010190372995566577,263,1.0,1.0,4.0,2.0
MMF4,UD,0.1,UD_10%,0.47116741843639687,0.008659631636038863,9.774001490235853e-05,263,3.0,3.0,2.0,2.6666666666666665
WBL4,UD,0.1,UD_10%,0.4779896648645059,0.008784941061305658,9.944716851428643e-05,263,4.0,4.0,3.0,3.6666666666666665
POW4,UD,0.1,UD_10%,0.44106363599701714,0.008105689375133037,9.431580350962005e-05,263,2.0,2.0,1.0,1.6666666666666667
LC-PFN,UD,0.1,UD_10%,13.743241310119629,0.15173032879829407,0.02878459170460701,264,3.0,3.0,3.0,3.0
MMF4,UD,0.1,UD_10%,15.257918960284464,0.15885626650186657,0.03221993444779191,264,4.0,4.0,4.0,4.0
WBL4,UD,0.1,UD_10%,9.989253895602804,0.10674740483729306,0.01645481376047938,264,1.0,1.0,2.0,1.3333333333333333
POW4,UD,0.1,UD_10%,9.989253902969121,0.10674740491867946,0.016454813753718295,264,2.0,2.0,1.0,1.6666666666666667
LC-PFN,UD,0.1,UD_10%,0.10721476376056671,0.0016681795241311193,2.950772568510729e-06,265,4.0,4.0,4.0,4.0
MMF4,UD,0.1,UD_10%,5.973400124699712e-08,9.304719419198839e-10,9.056700298136071e-19,265,1.0,1.0,1.0,1.0
WBL4,UD,0.1,UD_10%,0.0013610339494522393,2.1201031216717077e-05,4.830183054312378e-10,265,3.0,3.0,3.0,3.0
POW4,UD,0.1,UD_10%,2.842177292485583e-07,4.4272377228906446e-09,2.6929543821269817e-17,265,2.0,2.0,2.0,2.0
LC-PFN,UD,0.1,UD_10%,1.7652915716171265,0.02733357809484005,0.0009358992101624608,266,3.0,3.0,3.0,3.0
MMF4,UD,0.1,UD_10%,0.8882813574409796,0.013319897360446295,0.0001946520329588781,266,1.0,1.0,1.0,1.0
WBL4,UD,0.1,UD_10%,1.0858918306048775,0.016248649332963782,0.0002821902328176395,266,2.0,2.0,2.0,2.0
POW4,UD,0.1,UD_10%,6.730889036959502,0.1113154062669414,0.015626617806296195,266,4.0,4.0,4.0,4.0
LC-PFN,UD,0.1,UD_10%,0.1971578449010849,0.003095377702265978,1.712647826934699e-05,267,1.0,1.0,1.0,1.0
MMF4,UD,0.1,UD_10%,0.3469418759319917,0.00543754475676159,3.493142622618523e-05,267,3.0,3.0,3.0,3.0
WBL4,UD,0.1,UD_10%,0.39531811246975823,0.006192299051735918,4.36070377826623e-05,267,4.0,4.0,4.0,4.0
POW4,UD,0.1,UD_10%,0.32553788522375704,0.005103348149059498,3.152771464278157e-05,267,2.0,2.0,2.0,2.0
LC-PFN,UD,0.1,UD_10%,14.645125389099121,0.16418921947479248,0.04240045323967934,268,3.0,2.0,2.0,2.3333333333333335
MMF4,UD,0.1,UD_10%,13.86585477982017,0.18479926550826406,0.05725258983203753,268,2.0,3.0,3.0,2.6666666666666665
WBL4,UD,0.1,UD_10%,10.447777716203563,0.13367302836189535,0.02583353633412892,268,1.0,1.0,1.0,1.0
POW4,UD,0.1,UD_10%,22.66661675712823,0.22861347392082398,0.07654345964173187,268,4.0,4.0,4.0,4.0
LC-PFN,UD,0.1,UD_10%,20.76247215270996,0.21946315467357635,0.07024359703063965,269,3.0,3.0,3.0,3.0
MMF4,UD,0.1,UD_10%,13.426403056204498,0.12455302792466298,0.024132517052699524,269,1.0,1.0,1.0,1.0
WBL4,UD,0.1,UD_10%,17.848580645294632,0.17112946079197605,0.04345987131287143,269,2.0,2.0,2.0,2.0
POW4,UD,0.1,UD_10%,41.00405686454458,0.37145538115925764,0.1934353127913107,269,4.0,4.0,4.0,4.0
LC-PFN,UD,0.1,UD_10%,1.1629188060760498,0.02228856272995472,0.0005615256959572434,270,2.0,2.0,2.0,2.0
MMF4,UD,0.1,UD_10%,1.6476555097562091,0.03141714182274071,0.0011175990117140299,270,3.0,3.0,3.0,3.0
WBL4,UD,0.1,UD_10%,1.7833993066207543,0.03395453125766197,0.0012868312335407538,270,4.0,4.0,4.0,4.0
POW4,UD,0.1,UD_10%,1.052852489910032,0.020209764417672856,0.0004752801725075484,270,1.0,1.0,1.0,1.0
LC-PFN,UD,0.1,UD_10%,1.1224191188812256,0.01904010958969593,0.0004800460592377931,271,2.0,2.0,2.0,2.0
MMF4,UD,0.1,UD_10%,0.4887348851629327,0.008153694486110082,8.095689884638312e-05,271,1.0,1.0,1.0,1.0
WBL4,UD,0.1,UD_10%,1.7461573289694265,0.029750963637325118,0.0009013513713006077,271,3.0,3.0,3.0,3.0
POW4,UD,0.1,UD_10%,1.7461576035508446,0.029750968400323444,0.0009013516547386796,271,4.0,4.0,4.0,4.0
LC-PFN,UD,0.1,UD_10%,0.42302581667900085,0.006496023386716843,7.418691529892385e-05,272,1.0,1.0,1.0,1.0
MMF4,UD,0.1,UD_10%,0.7380248482201701,0.011320417765345682,0.00018854129351105403,272,2.0,2.0,3.0,2.3333333333333335
WBL4,UD,0.1,UD_10%,0.962943528558554,0.014725383411521825,0.000279830775857903,272,4.0,4.0,4.0,4.0
POW4,UD,0.1,UD_10%,0.7511878006675662,0.011629012390666313,0.0001520031285398719,272,3.0,3.0,2.0,2.6666666666666665
LC-PFN,UD,0.1,UD_10%,1.0868170261383057,0.01892043463885784,0.0006661405204795301,273,1.0,1.0,1.0,1.0
MMF4,UD,0.1,UD_10%,1.2831159484926886,0.022395611023138674,0.0009024866103146873,273,3.0,3.0,3.0,3.0
WBL4,UD,0.1,UD_10%,1.1127256634802938,0.019360452829623873,0.0007079503349421966,273,2.0,2.0,2.0,2.0
POW4,UD,0.1,UD_10%,2.0944827331320863,0.03703838477592267,0.0018307135495934566,273,4.0,4.0,4.0,4.0
LC-PFN,UD,0.1,UD_10%,1.20529043674469,0.018555885180830956,0.00039797485806047916,274,3.0,3.0,3.0,3.0
MMF4,UD,0.1,UD_10%,0.301505110822339,0.004572820975400575,3.540853261724194e-05,274,2.0,2.0,2.0,2.0
WBL4,UD,0.1,UD_10%,0.29725066658402594,0.004508247831207043,3.5251450743632806e-05,274,1.0,1.0,1.0,1.0
POW4,UD,0.1,UD_10%,7.00318492025418,0.11635224542040594,0.016465812034859764,274,4.0,4.0,4.0,4.0
LC-PFN,UD,0.1,UD_10%,1.1574103832244873,0.018483804538846016,0.00045081356074661016,275,1.0,1.0,1.0,1.0
MMF4,UD,0.1,UD_10%,4.420929827987186,0.06824985842276889,0.004797728484145003,275,4.0,4.0,4.0,4.0
WBL4,UD,0.1,UD_10%,2.924942510740689,0.04583916083099059,0.0022372377614881286,275,2.0,2.0,2.0,2.0
POW4,UD,0.1,UD_10%,2.9249425253752537,0.04583916105341243,0.0022372377818639573,275,3.0,3.0,3.0,3.0
LC-PFN,UD,0.1,UD_10%,1.1955209970474243,0.012588032521307468,0.000303303066175431,276,1.0,1.0,1.0,1.0
MMF4,UD,0.1,UD_10%,2.352318443754252,0.02459257024475295,0.0008808870169536405,276,3.0,3.0,3.0,3.0
WBL4,UD,0.1,UD_10%,2.3734569624118858,0.02480678074596658,0.0008933764048471158,276,4.0,4.0,4.0,4.0
POW4,UD,0.1,UD_10%,1.887732132077979,0.019849988206443864,0.0006034353123498975,276,2.0,2.0,2.0,2.0
LC-PFN,UD,0.1,UD_10%,3.162886619567871,0.04579734057188034,0.004373981151729822,277,2.0,2.0,2.0,2.0
MMF4,UD,0.1,UD_10%,5.121617180302288,0.07616638628024489,0.008333029866884261,277,4.0,4.0,4.0,4.0
WBL4,UD,0.1,UD_10%,2.2022089247033367,0.031147548416777266,0.0019325135436083635,277,1.0,1.0,1.0,1.0
POW4,UD,0.1,UD_10%,4.491202350440253,0.0667192987848793,0.008255697219457703,277,3.0,3.0,3.0,3.0
LC-PFN,UD,0.1,UD_10%,2.6139492988586426,0.041137777268886566,0.002197874942794442,278,1.0,1.0,1.0,1.0
MMF4,UD,0.1,UD_10%,10.080150322487375,0.17330601889037928,0.033847818247193795,278,3.0,3.0,3.0,3.0
WBL4,UD,0.1,UD_10%,11.711083624597714,0.2032409583768064,0.04441911438507179,278,4.0,4.0,4.0,4.0
POW4,UD,0.1,UD_10%,8.370746192653709,0.11317300306630218,0.014593426008073507,278,2.0,2.0,2.0,2.0
LC-PFN,UD,0.1,UD_10%,1.1864666938781738,0.02245982363820076,0.000567873939871788,279,2.0,2.0,2.0,2.0
MMF4,UD,0.1,UD_10%,1.6644183645220108,0.03135057516891023,0.001109248185979102,279,3.0,3.0,3.0,3.0
WBL4,UD,0.1,UD_10%,1.7042694663778417,0.032087070127771046,0.0011580510027417086,279,4.0,4.0,4.0,4.0
POW4,UD,0.1,UD_10%,1.0355878039439488,0.019645262387402832,0.0004579322160689424,279,1.0,1.0,1.0,1.0
LC-PFN,UD,0.1,UD_10%,4.725529193878174,0.04445831477642059,0.0026890027802437544,280,1.0,1.0,1.0,1.0
MMF4,UD,0.1,UD_10%,12.19151090863676,0.0951534558904064,0.012088568581980447,280,4.0,4.0,4.0,4.0
WBL4,UD,0.1,UD_10%,5.483546375931601,0.05190476190896354,0.0031903450089698707,280,3.0,3.0,3.0,3.0
POW4,UD,0.1,UD_10%,5.483546365183685,0.051904761801910816,0.003190344998750713,280,2.0,2.0,2.0,2.0
LC-PFN,UD,0.1,UD_10%,83.64640808105469,0.08660395443439484,0.011290005408227444,281,4.0,4.0,4.0,4.0
MMF4,UD,0.1,UD_10%,50.17275562876773,0.0039796989081755,1.7243704349227483e-05,281,2.0,1.0,1.0,1.3333333333333333
WBL4,UD,0.1,UD_10%,79.35071799722412,0.07302994613880258,0.010832953043733223,281,3.0,3.0,3.0,3.0
POW4,UD,0.1,UD_10%,42.88792279928052,0.0053335058802690075,4.469971672203934e-05,281,1.0,2.0,2.0,1.6666666666666667
LC-PFN,UD,0.1,UD_10%,3.357513189315796,0.06263347715139389,0.0046408833004534245,282,2.0,2.0,2.0,2.0
MMF4,UD,0.1,UD_10%,6.603395576512253,0.11890591580899396,0.015781410951934294,282,3.0,3.0,3.0,3.0
WBL4,UD,0.1,UD_10%,6.932174229505001,0.12440395847528407,0.01725717344140958,282,4.0,4.0,4.0,4.0
POW4,UD,0.1,UD_10%,1.8118218585649868,0.03428266081520403,0.0014376669929992455,282,1.0,1.0,1.0,1.0
LC-PFN,UD,0.1,UD_10%,0.10823404043912888,0.001885872450657189,7.315951279451838e-06,283,1.0,1.0,1.0,1.0
MMF4,UD,0.1,UD_10%,0.5121476247190984,0.008980070771216288,9.374890880075363e-05,283,3.0,3.0,3.0,3.0
WBL4,UD,0.1,UD_10%,0.12124753783831337,0.0021141096773585047,1.1452309016574234e-05,283,2.0,2.0,2.0,2.0
POW4,UD,0.1,UD_10%,1.3326468169296528,0.02367895056646101,0.0007774321100393573,283,4.0,4.0,4.0,4.0
LC-PFN,UD,0.1,UD_10%,2.5703179836273193,0.02940494194626808,0.001204836182296276,284,3.0,3.0,3.0,3.0
MMF4,UD,0.1,UD_10%,0.7427035185823258,0.008288194061856621,0.00010946276722504759,284,2.0,2.0,1.0,1.6666666666666667
WBL4,UD,0.1,UD_10%,0.7184492459053459,0.008018404800884888,0.00011097939431851908,284,1.0,1.0,2.0,1.3333333333333333
POW4,UD,0.1,UD_10%,3.905750516727777,0.0452536267322298,0.0023156963679123463,284,4.0,4.0,4.0,4.0
LC-PFN,UD,0.1,UD_10%,3.8371596336364746,0.043072935193777084,0.0019905255176126957,285,1.0,1.0,1.0,1.0
MMF4,UD,0.1,UD_10%,5.7894530297876585,0.06369646790970826,0.004478910728664037,285,4.0,4.0,4.0,4.0
WBL4,UD,0.1,UD_10%,4.575558480734795,0.0509839963414027,0.0028353752638735218,285,2.0,2.0,2.0,2.0
POW4,UD,0.1,UD_10%,4.575558825321348,0.050983999999675775,0.0028353756799632227,285,3.0,3.0,3.0,3.0
LC-PFN,UD,0.1,UD_10%,3.5287938117980957,0.05038382485508919,0.0038183240685611963,286,1.0,1.0,1.0,1.0
MMF4,UD,0.1,UD_10%,6.255440282878001,0.08664267041616523,0.01081401700293992,286,3.0,3.0,3.0,3.0
WBL4,UD,0.1,UD_10%,8.709536141620376,0.11697024940253267,0.01819572642987383,286,4.0,4.0,4.0,4.0
POW4,UD,0.1,UD_10%,3.669377134460593,0.052345231398654164,0.00408251439668023,286,2.0,2.0,2.0,2.0
LC-PFN,UD,0.1,UD_10%,4.9595723152160645,0.06942837685346603,0.008126704022288322,287,3.0,3.0,3.0,3.0
MMF4,UD,0.1,UD_10%,4.825506706089245,0.06741548010651835,0.007874007797288472,287,2.0,2.0,2.0,2.0
WBL4,UD,0.1,UD_10%,4.301668658691034,0.05948212275006959,0.006005342961323077,287,1.0,1.0,1.0,1.0
POW4,UD,0.1,UD_10%,5.207046594859303,0.07328279088120139,0.009254987529999377,287,4.0,4.0,4.0,4.0
LC-PFN,UD,0.3,UD_30%,1.126042366027832,0.020305829122662544,0.00046332934289239347,288,3.0,3.0,3.0,3.0
MMF4,UD,0.3,UD_30%,0.6213489235154264,0.01099999657330461,0.00013381991984723018,288,1.0,1.0,1.0,1.0
WBL4,UD,0.3,UD_30%,0.7151275284878306,0.012647328006978759,0.00017417600909874363,288,2.0,2.0,2.0,2.0
POW4,UD,0.3,UD_30%,3.8477132503082405,0.0714437651073412,0.005433728062548757,288,4.0,4.0,4.0,4.0
LC-PFN,UD,0.3,UD_30%,10.420313835144043,0.03384318947792053,0.0027701077051460743,289,1.0,1.0,2.0,1.3333333333333333
MMF4,UD,0.3,UD_30%,11.723685567833854,0.03711103428544248,0.002320766667508887,289,2.0,2.0,1.0,1.6666666666666667
WBL4,UD,0.3,UD_30%,24.049434877799165,0.0873539160716634,0.009137514666724158,289,3.0,3.0,3.0,3.0
POW4,UD,0.3,UD_30%,24.049434913847474,0.08735391625448778,0.00913751470000894,289,4.0,4.0,4.0,4.0
LC-PFN,UD,0.3,UD_30%,1.7377171516418457,0.0049849520437419415,3.1174309697235e-05,290,3.0,3.0,3.0,3.0
MMF4,UD,0.3,UD_30%,0.9491916432480031,0.0026918670025790773,1.182988742450084e-05,290,1.0,1.0,1.0,1.0
WBL4,UD,0.3,UD_30%,14.110382279338857,0.06276632830861795,0.01165133418618706,290,4.0,4.0,4.0,4.0
POW4,UD,0.3,UD_30%,1.329330205796056,0.0037955679035564295,1.9341063377083143e-05,290,2.0,2.0,2.0,2.0
LC-PFN,UD,0.3,UD_30%,0.7680734992027283,0.015107445418834686,0.00025560270296409726,291,1.0,1.0,1.0,1.0
MMF4,UD,0.3,UD_30%,0.9896678578962379,0.0194188121804261,0.00043075739803784914,291,4.0,4.0,4.0,4.0
WBL4,UD,0.3,UD_30%,0.8729007842786487,0.01715024988313224,0.00033818531562881027,291,2.0,2.0,2.0,2.0
POW4,UD,0.3,UD_30%,0.8729030537771952,0.017150294032520722,0.0003381870461024048,291,3.0,3.0,3.0,3.0
LC-PFN,UD,0.3,UD_30%,1.3955357074737549,0.024437278509140015,0.0012411740608513355,292,1.0,1.0,1.0,1.0
MMF4,UD,0.3,UD_30%,6.7736240000693515,0.1089231296365988,0.014603686395547393,292,4.0,4.0,4.0,4.0
WBL4,UD,0.3,UD_30%,1.8206740244755044,0.03210846707241824,0.0017191306390348998,292,3.0,3.0,3.0,3.0
POW4,UD,0.3,UD_30%,1.8206740244569284,0.03210846707208044,0.001719130639005665,292,2.0,2.0,2.0,2.0
LC-PFN,UD,0.3,UD_30%,0.08494982868432999,0.0016975009348243475,2.9592865757877007e-06,293,3.0,3.0,3.0,3.0
MMF4,UD,0.3,UD_30%,0.002583163413014354,5.1626525983765606e-05,7.34278793140448e-08,293,2.0,2.0,2.0,2.0
WBL4,UD,0.3,UD_30%,0.0025725311898320545,5.141388174817463e-05,7.342742323345346e-08,293,1.0,1.0,1.0,1.0
POW4,UD,0.3,UD_30%,0.4069815426222466,0.008106256812331555,6.578218354384172e-05,293,4.0,4.0,4.0,4.0
LC-PFN,UD,0.3,UD_30%,2.8893814086914062,0.03873010352253914,0.002101946622133255,294,4.0,4.0,4.0,4.0
MMF4,UD,0.3,UD_30%,1.2817451808801048,0.016783233838845293,0.0004041199409466308,294,1.0,1.0,1.0,1.0
WBL4,UD,0.3,UD_30%,2.048108605808238,0.027109657110830732,0.0009832217244218075,294,2.0,2.0,2.0,2.0
POW4,UD,0.3,UD_30%,2.104963329506839,0.027883789347911914,0.0010268229343199523,294,3.0,3.0,3.0,3.0
LC-PFN,UD,0.3,UD_30%,0.034070566296577454,0.0004768355574924499,3.251520013236586e-07,295,1.0,1.0,1.0,1.0
MMF4,UD,0.3,UD_30%,0.2164475253453253,0.00303453088860597,9.208377721692429e-06,295,3.0,3.0,3.0,3.0
WBL4,UD,0.3,UD_30%,0.1527738496666113,0.002140478733374973,4.581649208030527e-06,295,2.0,2.0,2.0,2.0
POW4,UD,0.3,UD_30%,2.797540989280011,0.04032320415444175,0.0017133379094945598,295,4.0,4.0,4.0,4.0
LC-PFN,UD,0.3,UD_30%,3.724538564682007,0.05089655891060829,0.003391894279047847,296,1.0,1.0,2.0,1.3333333333333333
MMF4,UD,0.3,UD_30%,6.755072141188088,0.08963135377810924,0.010313781749667099,296,3.0,3.0,3.0,3.0
WBL4,UD,0.3,UD_30%,9.029998976192374,0.11679935318263172,0.016909588045132727,296,4.0,4.0,4.0,4.0
POW4,UD,0.3,UD_30%,3.7281631633071055,0.050916219384667456,0.0033415583426894195,296,2.0,2.0,1.0,1.6666666666666667
LC-PFN,UD,0.3,UD_30%,1.8589224815368652,0.033781588077545166,0.0014942340785637498,297,2.0,2.0,2.0,2.0
MMF4,UD,0.3,UD_30%,2.608309554662128,0.0477305719770191,0.0024869606260431157,297,3.0,3.0,3.0,3.0
WBL4,UD,0.3,UD_30%,1.6086372870973427,0.0291027748360107,0.0009847125499875522,297,1.0,1.0,1.0,1.0
POW4,UD,0.3,UD_30%,3.3022299776936896,0.061010832892531175,0.004306056483074448,297,4.0,4.0,4.0,4.0
LC-PFN,UD,0.3,UD_30%,1.4787237644195557,0.025181708857417107,0.0009278662037104368,298,1.0,1.0,1.0,1.0
MMF4,UD,0.3,UD_30%,1.9078083358915734,0.03277831244295209,0.0015343841637151566,298,4.0,4.0,4.0,4.0
WBL4,UD,0.3,UD_30%,1.8027760023827968,0.030861152380028855,0.0014033840108064245,298,3.0,3.0,3.0,3.0
POW4,UD,0.3,UD_30%,1.6228542230367335,0.02768315944177433,0.0011645429662832554,298,2.0,2.0,2.0,2.0
LC-PFN,UD,0.3,UD_30%,0.5128726363182068,0.006407540291547775,7.771437230985612e-05,299,1.0,1.0,1.0,1.0
MMF4,UD,0.3,UD_30%,1.7200832454897559,0.02127821723308642,0.0005319864904471943,299,4.0,4.0,4.0,4.0
WBL4,UD,0.3,UD_30%,0.7612400055932981,0.009523809523254025,0.00011715797425987171,299,3.0,3.0,3.0,3.0
POW4,UD,0.3,UD_30%,0.7612400046686063,0.009523809511744787,0.00011715797377097919,299,2.0,2.0,2.0,2.0
LC-PFN,UD,0.3,UD_30%,11.783858299255371,0.05190452188253403,0.00385193875990808,300,1.0,1.0,1.0,1.0
MMF4,UD,0.3,UD_30%,70.86830252606184,0.19818395868820293,0.045308529941190875,300,4.0,4.0,3.0,3.6666666666666665
WBL4,UD,0.3,UD_30%,21.446139083856423,0.17518216353373206,0.06459989525840923,300,3.0,3.0,4.0,3.3333333333333335
POW4,UD,0.3,UD_30%,19.355362948923474,0.07522598716008964,0.006898842417081443,300,2.0,2.0,2.0,2.0
LC-PFN,UD,0.3,UD_30%,3.9488472938537598,0.06018751859664917,0.00504461582750082,301,2.0,2.0,2.0,2.0
MMF4,UD,0.3,UD_30%,5.420885811556304,0.08119607203751394,0.009193955133734244,301,4.0,4.0,4.0,4.0
WBL4,UD,0.3,UD_30%,5.324863588647223,0.07985491468478072,0.008904915046545087,301,3.0,3.0,3.0,3.0
POW4,UD,0.3,UD_30%,2.706214063933585,0.041469224378912775,0.0027681811266402003,301,1.0,1.0,1.0,1.0
LC-PFN,UD,0.3,UD_30%,0.0002469873579684645,2.469867467880249e-06,6.145017654446416e-12,302,4.0,4.0,4.0,4.0
MMF4,UD,0.3,UD_30%,8.209117250747084e-07,8.209117134672094e-09,1.1607498756779354e-16,302,2.0,2.0,2.0,2.0
WBL4,UD,0.3,UD_30%,4.9111269106969006e-05,4.91112963635354e-07,2.725658285609263e-13,302,3.0,3.0,3.0,3.0
POW4,UD,0.3,UD_30%,1.304378927766659e-07,1.3043789298672338e-09,2.1005749355578356e-18,302,1.0,1.0,1.0,1.0
LC-PFN,UD,0.3,UD_30%,0.7625125646591187,0.009822465479373932,0.00015388603787869215,303,2.0,2.0,2.0,2.0
MMF4,UD,0.3,UD_30%,1.1643634901809667,0.01482285882316775,0.0002816636614128349,303,4.0,4.0,4.0,4.0
WBL4,UD,0.3,UD_30%,1.0931118041731764,0.013928571580020262,0.0002560090745145606,303,3.0,3.0,3.0,3.0
POW4,UD,0.3,UD_30%,0.6605033878569785,0.008483737090979757,9.875255093395938e-05,303,1.0,1.0,1.0,1.0
LC-PFN,UD,0.3,UD_30%,1.8358423709869385,0.03234461694955826,0.0011853480245918036,304,2.0,2.0,2.0,2.0
MMF4,UD,0.3,UD_30%,5.953256102514873,0.10070764480131744,0.010809661861567088,304,3.0,3.0,3.0,3.0
WBL4,UD,0.3,UD_30%,6.20963930498313,0.10477575547311113,0.011650608645776675,304,4.0,4.0,4.0,4.0
POW4,UD,0.3,UD_30%,0.5226604905530613,0.009293272069998536,0.0001243489658235232,304,1.0,1.0,1.0,1.0
LC-PFN,UD,0.3,UD_30%,8.411197662353516,0.03828428313136101,0.0024287898559123278,305,1.0,1.0,1.0,1.0
MMF4,UD,0.3,UD_30%,20.041055662763988,0.07272468171467815,0.007130067182774403,305,2.0,2.0,2.0,2.0
WBL4,UD,0.3,UD_30%,21.057451696226224,0.07716839015223094,0.007667466126539025,305,3.0,3.0,3.0,3.0
POW4,UD,0.3,UD_30%,33.26277430901188,0.11948692245298859,0.016748705995401115,305,4.0,4.0,4.0,4.0
LC-PFN,UD,0.3,UD_30%,9.296133041381836,0.06854382157325745,0.005148769821971655,306,4.0,4.0,4.0,4.0
MMF4,UD,0.3,UD_30%,3.1584522399824704,0.021572758800850734,0.0006019517393673818,306,1.0,1.0,1.0,1.0
WBL4,UD,0.3,UD_30%,8.769524744820917,0.06403280913260917,0.004323526623317841,306,2.0,2.0,2.0,2.0
POW4,UD,0.3,UD_30%,8.769524752517185,0.06403280919452621,0.004323526631269607,306,3.0,3.0,3.0,3.0
LC-PFN,UD,0.3,UD_30%,1.6967251300811768,0.024817422032356262,0.0008556943503208458,307,2.0,2.0,1.0,1.6666666666666667
MMF4,UD,0.3,UD_30%,1.7620309852548006,0.025743690439250067,0.0009651221756281516,307,3.0,3.0,3.0,3.0
WBL4,UD,0.3,UD_30%,1.7662367913577688,0.025804458476317,0.0009727702323317697,307,4.0,4.0,4.0,4.0
POW4,UD,0.3,UD_30%,1.694627780668592,0.024766278252186927,0.0008726371384601187,307,1.0,1.0,2.0,1.3333333333333333
LC-PFN,UD,0.3,UD_30%,4.80338191986084,0.06482589244842529,0.02082008868455887,308,1.0,1.0,1.0,1.0
MMF4,UD,0.3,UD_30%,25.087232088457533,0.32998126116573606,0.11608841928563796,308,4.0,4.0,4.0,4.0
